Project,DOI,Title,Year,Relation
Funbiodiv,10.1016/j.agee.2022.108263,Building capacities for the design of agroecological landscapes: The added-value of Landscape Monitoring Networks,2023,Top5
Funbiodiv,10.1016/j.ecolind.2021.108321,A framework to estimate the contribution of weeds to the delivery of ecosystem (dis)services in agricultural landscapes,2021,Top5
Funbiodiv,10.1016/bs.aecr.2020.09.001,Landscape-scale expansion of agroecology to enhance natural pest control: A systematic review,2020,Top5
Funbiodiv,10.1038/s41598-020-76305-w,"The resilience of weed seedbank regulation by carabid beetles, at continental scales, to alternative prey",2020,Top5
Funbiodiv,,Single-row exclusion nets: an alternative pest control method with no detectable impact on breeding bird assemblages in orchards bordered by hedgerows,2022,Top5
Funbiodiv,,Conservation value of pome fruit orchards for overwintering birds in southeastern France,2020,Top5
Funbiodiv,,A global synthesis reveals biodiversity-mediated benefits for crop production,2019,Top5
Funbiodiv,,Landscape-scale expansion of agroecology to enhance natural pest control: A systematic review,2020,Top5
Funbiodiv,,Mitigating crop yield losses through weed diversity,2019,Top5
Funbiodiv,10.1016/j.landurbplan.2022.104589,Enhancing weed multifunctionality at a landscape scale: A simulation study,2022,Top5
Funbiodiv,10.1016/j.eja.2021.126438,Cropping system diversification does not always beget weed diversity,2022,Top5
Funbiodiv,10.1016/j.ecolind.2021.108321,A framework to estimate the contribution of weeds to the delivery of ecosystem (dis)services in agricultural landscapes,2021,Top5
Funbiodiv,10.1016/j.agee. 2021.107810,Farming intensity indirectly reduces crop yield through biodiversity and regulating ecosystem services,2022,Top5
Funbiodiv,10.1111/ele.13265,The interplay of landscape composition and configuration: new pathways to manage functional biodiversity and agroecosystem services across Europe,2019,Top5
Funbiodiv,10.1111/afe.12490,Natural enemies emerging in cereal fields in spring may contribute to biological control,2022,Top5
Funbiodiv,10.1016/j.agee.2018.08.025,Connectivity of cropped vs. semi-natural habitats mediates biodiversity: A case study of carabid beetles communities,2018,Top5
Funbiodiv,10.1007/s10531-018-1517-y,"Adjacent woodlands rather than habitat connectivity influence grassland plant, carabid and bird assemblages in farmland landscapes",2018,Top5
Funbiodiv,10.1002/9781119902799.ch10,Structural Equation Models for the Study of Ecosystems and Socioâ€Ecosystems,2022,Top5
Funbiodiv,10.1111/2041-210X.13587,Beta redundancy for functional ecology,2021,Top5
Funbiodiv,10.1111/ele.13523,Assessing metacommunity processes through signatures in spatiotemporal turnover of community composition,2020,Top5
Funbiodiv,10.1002/ecy.2977,Analyzing snapshot diversity patterns with the Neutral Theory can show functional groupsâ€™ effects on community assembly,2020,Top5
Funbiodiv,10.1111/2041-210X.13353,From alpha to beta functional and phylogenetic redundancy,2020,Top5
Funbiodiv,,Carabid beetles have hump-shaped responses to disturbance and resource gradients within agricultural landscapes,2023,Top5
Funbiodiv,,"Community Ecology, Food Webs and Natural Pest Control",2022,Top5
Funbiodiv,,Organic farming expansion drives natural enemy abundance but not diversity in agricultural landscapes,2019,Top5
Funbiodiv,,Evidence that organic farming promotes pest control,2018,Top5
Funbiodiv,,Deployment of organic farming at a landscape scale maintains low pest infestation and high crop productivity levels in vineyards,2018,Top5
Funbiodiv,10.1111/mec.16634,Improving sustainable crop protection using population genetics concepts,2023,Top5
Funbiodiv,10.1111/eva.13328,An epiâ€evolutionary model for predicting the adaptation of sporeâ€producing pathogens to quantitative resistance in heterogeneous environments,2022,Top5
Funbiodiv,10.1094/PHYTO-11-21-0458-R,"The Characterization of Pathotypes in Grapevine Downy Mildew Provides Insights into the Breakdown of Rpv3, Rpv10, and Rpv12 Factors in Grapevines",2022,Top5
Funbiodiv,10.1094/PHYTO-10-21-0449-R,Field and Landscape Risk Factors Impacting Flavescence DorÃ©e Infection: Insights from Spatial Bayesian Modeling in the Bordeaux Vineyards,2022,Top5
Funbiodiv,10.1146/annurev-phyto-020620-122134,Models of Plant Resistance Deployment,2021,Top5
Funbiodiv,,Spiders indicate delivery of an agri-environment scheme at multiple diversity levels,2022,Top5
Funbiodiv,,What evidence exists on the effect of the main European lowland crop and grassland management practices on biodiversity indicator species groups? : A systematic map protocol,2022,Top5
Funbiodiv,,An increase in food production in Europe could dramatically affect farmland biodiversity,2021,Top5
Funbiodiv,,Approaches to Identify the Value of Seminatural Habitats for Conservation Biological Control,2020,Top5
Funbiodiv,,New insights towards breeding for mixed cropping of spring pea and barley to increase yield and yield stability,2023,Top5
Funbiodiv,,Mixture Ã— Genotype Effects in Cereal/Legume Intercropping,2022,Top5
Funbiodiv,,Functionalâ€“Structural Plant Modeling Highlights How Diversity in Leaf Dimensions and Tillering Capability Could Promote the Efficiency of Wheat Cultivar Mixtures,2021,Top5
Funbiodiv,,Spatiotemporal Changes in Varietal Resistance to Wheat Yellow Rust in France Reveal an Increase in Field Resistance Level During the Period 1985â€“2018,2021,Top5
Funbiodiv,,A generalized statistical framework to assess mixing ability from incomplete mixing designs using binary or higher order variety mixtures and application to wheat,2019,Top5
Funbiodiv,10.1111/eva.13390,Shift in beneficial interactions during crop evolution,2022,Top5
Funbiodiv,10.1111/eva.13349,A genomeâ€wide analysis suggests pleiotropic effects of Green Revolution genes on shade avoidance in wheat,2022,Top5
Funbiodiv,10.1111/nph.17915,From cultivar mixtures to allelic mixtures: opposite effects of allelic richness between genotypes and genotype richness in wheat,2022,Top5
Funbiodiv,10.1111/1365-2664.13735,Multifaceted functional diversity for multifaceted crop yield: Towards ecological assembly rules for varietal mixtures,2020,Top5
Funbiodiv,10.1098/rspb.2019.1290,Farming plant cooperation in crops,2020,Top5
Funbiodiv,,From functional diversity to human well-being: a conceptual framework for agroecosystem sustainability,2023,Top5
Funbiodiv,,Climatic conditions and functional traits affect spider diets in agricultural and non-agricultural habitats worldwide,2022,Top5
Funbiodiv,,Conventional agriculture and not drought alters relationships between soil biota and functions,2021,Top5
Funbiodiv,,Habitat niches suggest that non-crop habitat types differ in quality as source habitats for Central European agrobiont spiders,2021,Top5
Funbiodiv,,Scientistsâ€™ warning to humanity on insect extinctions,2020,Top5
