Project,DOI,Title,Year,Relation
Dragon,10.1111/ddi.12913,Distribution trends of European dragonflies under climate change,2019,Top5
Dragon,10.1007/s10750‐017‐3495‐6,Diversity and conservation of European dragonflies and damselflies (Odonata),2018,Top5
Dragon,10.1111/jbi.14240,Inverse responses of species richness and niche specialization to human development,2021,Top5
Dragon,10.1016/j.ecolind.2019.105885,A test of six simple indices to display the phenology of butterflies using a large multi‐source database,2020,Top5
Dragon,10.1093/biosci/biaa092,Towards Global Volunteer Monitoring of Odonate Abundance,2020,Top5
Dragon,10.1111/conl.12330,Mismatch between Habitat Science and Habitat Directive : Lessons from the French (Counter) Example,2017,Top5
Dragon,,"Eﬀects of landscape features and flooding on the genetic structure of a small wetland rodent, the harvest mouse (Micromys minutus)",2021,Top5
Dragon,,Can linear transportation infrastructure verges constitute a habitat and/or a corridor for vertebrates in temperate landscapes? A systematic review,2020,Top5
Dragon,,Beyond dispersal versus philopatry? Alternative behavioural tactics of juvenile roe deer in a heterogeneous landscape,2020,Top5
Dragon,,Accelerating across the landscape: the energetic costs of natal dispersal in a large herbivore,2020,Top5
Dragon,,Influence of landscape and time of year on bat‐wind turbines collision risks,2019,Top5
Dragon,10.1002/ecs2.3745,Using coverage‐based rarefaction to infer non‐random species distributions,2021,Top5
Dragon,10.1002/ece3.9196,How does variation in total and relative abundance contribute to gradients of species diversity?,2022,Top5
Dragon,10.1002/ecy.3820,"Local biodiversity change reflects interactions among changing abundance, evenness, and richness",2022,Top5
Dragon,10.1002/ecy.3233,"A multiscale framework for disentangling the roles of evenness, density, and aggregation on diversity gradients",2021,Top5
Dragon,10.1111/2041‐210X.13102,"Measurement of Biodiversity (MoB): A method to separate the scale‐dependent effects of species abundance distribution, density, and aggregation on diversity change",2019,Top5
Dragon,10.1111/ddi.13274,Winners and losers over 35 years of dragonfly and damselfly distributional change in Germany,2021,Top5
Dragon,10.1111/gcb.15447,Widespread decline in Central European plant diversity across six decades,2021,Top5
Dragon,10.1038/s41467‐018‐07916‐1,Recognizing the quiet extinction of invertebrates,2019,Top5
Dragon,10.1016/j.oneear.2020.09.010,Effective Biodiversity Monitoring Needs a Culture of Integration,2020,Top5
Dragon,10.1111/ddi.13532,Flying insect biomass is negatively associated with urban cover in surrounding landscapes,2022,Top5
Dragon,10.1111/gcb.16114,Sampling and modelling rare species : Conceptual guidelines for the neglected majority,2022,Top5
Dragon,10.1016/j.scitotenv.2022.153431,Decadal biodiversity trends in rivers reveal recent community rearrangements,2022,Top5
Dragon,,Biodiversity conservation through the lens of metacommunity ecology,2020,Top5
Dragon,,"A global database for metacommunity ecology, integrating species, traits, environment and space",2020,Top5
Dragon,,Cross‐scale effects of structural and functional connectivity in pond networks on amphibian distribution in agricultural landscapes,2019,Top5
Dragon,,Winners and losers over 35 years of dragonfly and damselfly distributional change in Germany,2021,Top5
Dragon,,Geographic variation in the population trends of common breeding birds across central Europe,2021,Top5
Dragon,,Widespread decline in Central European plant diversity across six decades,2021,Top5
Dragon,,"A global analysis shows declining terrestrial insect numbers, but increases in the freshwater realm",2020,Top5
Dragon,,The geography of the Anthropocene differs between the land and the sea,2020,Top5
Dragon,,Simplified detection of dispersal mass effects for applied metacommunity thinking,2022,Top5
Dragon,,Predicting the distributions of regional endemic dragonflies using a combined model approach,2021,Top5
Dragon,,Towards global volunteer monitoring of odonate abundance,2020,Top5
Dragon,,Why do bugs perish? Range size and local vulnerability traits as surrogates of Odonata extinction risk,2020,Top5
Dragon,10.1016/j.biocon.2026.111786,Linking species traits and vulnerability indicators in European Odonata,2026,Output
