Project,DOI,Title,Year,Relation
Landworm,10.1111/jvs.12031,A family of null models to distinguish between environmental filtering and biotic interactions in functional diversity patterns,2013,Proposal
Landworm,,Integration of biodiversity in soil quality monitoring: Baselines for microbial and soil fauna parameters for different land-use types,2012,Proposal
Landworm,10.1016/j.apsoil.2020.103628,More frequent droughts slow down litter decomposition across European agroecosystems and increase the importance of earthworm functional diversity,2020,Proposal
Landworm,0.1038/s41559-019-1084-y,Multiple elements of soil biodiversity drive ecosystem functions across biomes,2020,Proposal
Landworm,10.1111/jbi.13848,Generalist plants are more competitive and more functionally similar to each other than specialist plants: insights from network analyses,2020,Proposal
Landworm,,Assembly rules within earthworm communities in North-Western France - A regional analysis,2008,Proposal
Landworm,10.1017/S0266467409006075,A null-model analysis of the spatio-temporal distribution of earthworm species assemblages in Colombian grasslands,2009,Proposal
Landworm,10.1111/j.1461-0248.2011.01660.x,"Phylogenetic grouping, curvature and metabolic scaling in terrestrial invertebrates",2011,Proposal
Landworm,,Priorities for research in soil ecology,2017,Proposal
Landworm,10.4060/cb1928en,"State of knowledge of soil biodiversity - Status, challenges and potentialities",2020,Proposal
Landworm,10.1046/j.0028-646x.2001.00239.x,Consistency of species ranking based on functional leaf traits,2001,Proposal
Landworm,,The efficiency of earthworm extraction methods is determined by species and soil properties in the Mediterranean communities of Central-Western Spain,2016,Proposal
Landworm,,Analyse critique des connaissances sur les prédateurs de lombriciens,1988,Proposal
Landworm,10.1016/j.ecolind.2016.04.023,Selecting cost effective and policy-relevant biological indicators for European monitoring of soil biodiversity and ecosystem function,2016,Proposal
Landworm,10.1038/s41467-020-17688-2,Blind spots in global soil biodiversity and ecosystem function research,2020,Proposal
Landworm,10.1016/j.apsoil.2021.103893,Effects of temporary grassland introduction into annual crop rotations and nitrogen fertilisation on earthworm communities and forage production,2021,Proposal
Landworm,10.1016/j.tree.2021.01.005,The Temporal Dynamics of Multiple Stressor Effects: From Individuals to Ecosystems,2021,Proposal
Landworm,10.1126/sciadv.aat1808,Biogeography of soil bacteria and archaea across France,2018,Proposal
Landworm,10.1111/jvs.12066,Are trait-based species rankings consistent across data sets and spatial scales?,2014,Proposal
Landworm,10.1002/fee.1436,Assessing data quality in citizen science,2016,Proposal
Landworm,10.1111/j.1752-4598.2011.00148.x,Improving occurrence-based rarity metrics in conservation studies by including multiple rarity cut-off points,2012,Proposal
Landworm,10.18637/jss.v097.i10,Data Validation Infrastructure for R,2021,Proposal
Landworm,,Predation on earthworms by terrestrial vertebrates,1983,Proposal
Landworm,10.1016/j.ecolind.2021.107424,An index for assessing the rare species of a community,2021,Proposal
Landworm,10.1016/j.soilbio.2014.10.023,Predicting soil micro-variables and the distribution of an endogeic earthworm species through a model based on large-scale variables ,2015,Proposal
Landworm,,Glaciation as an historical filter of below-ground biodiversity,2014,Proposal
Landworm,,EGrowth: A global database on intraspecific body growth variability in earthworm,2018,Proposal
Landworm,,Environmental controls on the causes and functional consequences of tree species diversity,2018,Proposal
Landworm,,Global soil biodiversity atlas,2016,Proposal
Landworm,10.1007/s13593-013-0151-z,Pesticides and earthworms. A review,2014,Proposal
Landworm,,Dynamics of earthworm taxonomic and functional diversity in ploughed and no-tilled cropping systems,2016,Proposal
Landworm,10.1016/j.pedobi.2011.09.015,"Earthworm indicators as tools for soil monitoring, characterization and risk assessment. An example from the national Bioindicator programme (France)",2011,Proposal
Landworm,10.1126/science.aax4851,Global distribution of earthworm diversity,2019,Proposal
Landworm,10.1111/ecog.02881,"Cross-validation strategies for data with temporal, spatial, hierarchical, or phylogenetic structure",2017,Proposal
Landworm,,Mapping earthworm communities in Europe,2016,Proposal
Landworm,10.1007/s10668-015-9703-5,Extraction of earthworm from soil by different sampling methods: a review,2016,Proposal
Landworm,10.25674/so91iss3pp114,Climate change effects on earthworms - a review,2019,Proposal
Landworm,10.1111/ecog.01433,cati: an R package using functional traits to detect and quantify multi-level community assembly processes,2016,Proposal
Landworm,10.1371/journal.pone.0186766,Mapping and predictive variations of soil bacterial richness across France,2017,Proposal
Landworm,10.1111/j.1600-0706.2010.18525.x,Plant functional traits capture species richness variations along a flooding gradient,2011,Proposal
Landworm,10.1016/j.tree.2011.11.014,The return of the variance: intraspecific variability in community ecology,2012,Proposal
Landworm,10.1016/j.tree.2017.02.002,Functional Rarity: The Ecology of Outliers,2017,Proposal
Landworm,10.1038/s41559-020-01344-5,A unifying framework for studying and managing climate-driven rates of ecological change,2021,Proposal
Landworm,10.1093/aob/mcab011,Intraspecific trait variation in plants: a renewed focus on its role in ecological processes,2021,Proposal
Landworm,10.1007/s10646-021-02452-z,The contributions of enchytraeids and earthworms to the soil mineralization process in soils with fungicide,2021,Top5
Landworm,,Residues of currently used pesticides in soils and earthworms: a silent threat?,2021,Top5
Landworm,,A two years field experiment to assess the impact of two fungicides on earthworm communities and their recovery.,2020,Top5
Landworm,,"Enchytraeids as bioindicators of land use and management. In Humusica, a manual of humus forms",2018,Top5
Landworm,,"Aporrectodea caliginosa s.s, a relevant earthworm species for a posteriori pesticide risk assessment: Current knowledge and recommendations for culture and experimental design",2018,Top5
Landworm,,Response of earthworm communities to soil engineering and soil isolation in urban landscapes,2021,Top5
Landworm,,Legacy effects of temporary grassland in annual crop rotation on soil ecosystem services,2021,Top5
Landworm,,Effects of temporary grassland introduction into annual crop rotations and nitrogen fertilisation on earthworm communities and forage production,2021,Top5
Landworm,,"Global data on earthworm abundance, biomass, diversity and corresponding environmental properties",2021,Top5
Landworm,,Modeling of Soil Functions for Assessing Soil Quality: Soil Biodiversity and Habitat Provisioning,2019,Top5
Landworm,,Legacy effects of temporary grassland in annual crop rotation on soil ecosystem services,2021,Top5
Landworm,,Modeling of Soil Functions for Assessing Soil Quality: Soil Biodiversity and Habitat Provisioning,2019,Top5
Landworm,,Mapping earthworm communities in Europe,2016,Top5
Landworm,,Selecting cost effective and policy-relevant biological indicators for European monitoring of soil biodiversity and ecosystem function,2016,Top5
Landworm,,Analysis of complex trophic networks reveals the signature of land-use intensification on soil communities in agroecosystems,2021,Top5
Landworm,,Cascading effects of moth outbreaks on subarctic soil food webs,2021,Top5
Landworm,,Intraspecific body size variability in soil organisms at a European scale: implications for functional biogeography,2018,Top5
Landworm,,Urban and industrial land uses have a higher soil biological quality than expected from physicochemical quality,2017,Top5
Landworm,,Handbook of protocols for standardized measurement of terrestrial invertebrate functional traits,2017,Top5
Landworm,,"Relative importance of tree diversity, identity, and microenvironment in shaping soil macroinvertebrates community in European forests",2021,Top5
Landworm,,A “Dirty” Footprint: Macroinvertebrate diversity in Amazonian anthropogenic soils,2021,Top5
Landworm,,Toward an integrative understanding of soil biodiversity,2020,Top5
Landworm,,"Tracking, targeting, and conserving soil biodiversity",2021,Top5
Landworm,,More frequent droughts slow down litter decomposition across European agroecosystems and increase the importance of earthworm functional diversity,2020,Top5
Landworm,,Towards an integrative understanding of soil biodiversity,2020,Top5
Landworm,,Plant identity control on soil food web structure and C transfers under perennial bioenergy plantations,2019,Top5
Landworm,,Rock-Eval pyrolysis discriminates soil macro-aggregates formed by plants and earthworms,2021,Top5
Landworm,,Use of X-ray microcomputed tomography for characterizing earthworm-derived belowground soil aggregates,2020,Top5
Landworm,,"Litter decomposition driven by soil fauna, plant diversity and soil management in urban gardens",2019,Top5
Landworm,,Pioneer plant Phalaris arundinacea and earthworms promote initial soil structure formation despite strong alluvial dynamics in a semi-controlled field experiment,2019,Top5
Landworm,10.1111/1365-2435.13825,Above‐and belowground complementarity rather than selection drives tree diversity‐productivity relationships in European forests,2021,Top5
Landworm,,"Relative importance of tree species richness, tree functional type, and microenvironment for soil macrofauna communities in European forests",2021,Top5
Landworm,,"Positive feedback loop between earthworms, humus form and soil pH reinforces earthworm abundance in European forests",2020,Top5
Landworm,,Forest conversion to conifers induces a regime shift in soil process domain affecting carbon stability,2019,Top5
Landworm,,"LUCAS Soil, the largest expandable soil dataset for Europe: a review",2018,Top5
Landworm,,A knowledge-based approach to estimating the magnitude and spatial patterns of potential threats to soil biodiversity,2016,Top5
Landworm,,Mapping earthworm communities in Europe,2016,Top5
Landworm,,Soil fauna and structural responses to the settlement of a semi-sedentary earthworm Lumbricus terrestris in an arable clay field,2017,Top5
Landworm,,"Effects of silver nanoparticle on survival, biomass change and avoidance behaviour of the endogeic earthworm Allolobophora chlorotica",2017,Top5
Landworm,,Earthworm dispersal of plant litter across the surface of agricultural soils,2019,Top5
Landworm,,"Contrasting effects of cover crops on earthworms: Results from field monitoring and laboratory experiments on growth, reproduction and food choice",2020,Top5
Landworm,,Earthworm community development in soils of a reclaimed steelworks,2021,Top5
Landworm,,"Global data on earthworm abundance, biomass, diversity and corresponding environmental properties",2021,Top5
Landworm,,Towards an integrative understanding of soil biodiversity,2020,Top5
Landworm,,Methods and approaches to advance soil macroecology,2020,Top5
Landworm,,Land-use effects on local biodiversity in tropical forests vary between continents,2017,Top5
